No.;Tanggal;Delik;Sektor;Instansi;Unit Kerja;Provinsi;Kabupaten/Kota;Tahun;Kode Kabupaten;Kode Provinsi
1326;13/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH PROVINSI RIAU;PEMERINTAH PROVINSI RIAU;NUSA TENGGARA TIMUR;---;2008;#N/A;5371
1327;06/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN ROKAN HILIR;DINAS PU/KIMPRASWIL KABUPATEN ROKAN HILIR;RIAU;ROKAN HILIR;2002;1409;1471
1328;02/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;MABES POLRI;;DKI JAKARTA;JAKARTA PUSAT;2004;3173;3173
1329;13/01/14 00.00;Penyuapan;-;PEMERINTAH KABUPATEN KARAWANG;PEMERINTAH KABUPATEN KARAWANG;JAWA BARAT;KARAWANG;2013;3215;3273
1330;13/01/14 00.00;Penyuapan;YUDIKATIF;MAHKAMAH KONSTITUSI;MAHKAMAH KONSTITUSI;DKI JAKARTA;JAKARTA PUSAT;2010;3173;3173
1331;27/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KANTOR MENTERI NEGARA KOPERASI DAN UKM;KANTOR MENTERI NEGARA KOPERASI DAN UKM;DKI JAKARTA;JAKARTA SELATAN;2013;3171;3173
1332;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN PADANG LAWAS;PEMERINTAH KABUPATEN PADANG LAWAS;SUMATERA UTARA;PADANG LAWAS;2012;1221;1275
1333;10/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BIAK NUMFOR;PEMERINTAH KABUPATEN BIAK NUMFOR;PAPUA;BIAK NUMFOR;2008;9409;9471
1334;06/01/14 00.00;Penyuapan;EKSEKUTIF;KOMISI PEMBERANTASAN KORUPSI (KPK);KOMISI PEMBERANTASAN KORUPSI (KPK);DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
1335;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KAIMANA;PEMERINTAH KABUPATEN KAIMANA;PAPUA BARAT;KAIMANA;2011;9102;9105
1336;22/01/14 00.00;Penyuapan;-;PEMERINTAH KOTA PADANG PANJANG;PEMERINTAH KOTA PADANG PANJANG;SUMATERA BARAT;PADANG PANJANG;2013;1374;1371
1337;03/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERKEBUNAN NUSANTARA KOORDINATOR WILAYAH I;;DKI JAKARTA;JAKARTA PUSAT;2003;3173;3173
1338;06/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BANYUWANGI;;JAWA TIMUR;BANYUWANGI;2006;3510;7835
1339;21/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN;;NUSA TENGGARA TIMUR;TIMOR TENGAH SELATAN;2010;5304;5371
1340;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;BUMN;PT. PERKEBUNAN NUSANTARA KOORDINATOR WILAYAH I;;SUMATERA UTARA;SIMALUNGUN;2012;1209;1275
1341;24/01/14 00.00;Pemerasan;;KEPOLISIAN DAERAH METRO JAYA;KEPOLISIAN DAERAH METRO JAYA;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
1342;27/01/14 00.00;Penyuapan;-;MAHKAMAH KONSTITUSI;MAHKAMAH KONSTITUSI;SUMATERA UTARA;TAPANULI TENGAH;2012;1204;1275
1343;23/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA SIBOLGA;;SUMATERA UTARA;SIBOLGA;2013;1271;1275
1344;23/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH PROVINSI JAMBI;PEMERINTAH PROVINSI JAMBI;JAMBI;JAMBI;2010;1571;1571
1345;29/01/14 00.00;Gratifikasi;;PEMERINTAH KABUPATEN TAPANULI TENGAH;PEMERINTAH KABUPATEN TAPANULI TENGAH;SUMATERA UTARA;TAPANULI TENGAH;2012;1204;1275
1346;15/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. DOK DAN PERKAPALAN KODJA BAHARI;PT. DOK DAN PERKAPALAN KODJA BAHARI;DKI JAKARTA;JAKARTA UTARA;2013;3175;3173
1347;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN;PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN;NUSA TENGGARA TIMUR;TIMOR TENGAH SELATAN;2012;5304;5371
1348;20/01/14 00.00;Gratifikasi;-;PEMERINTAH KOTA JAKARTA BARAT;;DKI JAKARTA;JAKARTA BARAT;2007;3174;3173
1349;20/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA SOLOK;PEMERINTAH KOTA SOLOK;SUMATERA BARAT;SOLOK;2011;1303;1371
1350;15/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI PAPUA;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2010;11;1171
1351;13/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN GORONTALO UTARA;PEMERINTAH KABUPATEN GORONTALO UTARA;GORONTALO;GORONTALO UTARA;2011;7505;7571
1352;03/01/14 00.00;Gratifikasi;-;PEMERINTAH KABUPATEN SAMPANG;;JAWA TIMUR;SAMPANG;2013;3527;7835
1353;17/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PENGADILAN NEGERI BOJONEGORO;PENGADILAN NEGERI BOJONEGORO;JAWA TIMUR;BOJONEGORO;2013;3522;7835
1354;23/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KLATEN;DINAS PENDIDIKAN KABUPATEN KLATEN;JAWA TENGAH;KLATEN;2012;3310;3374
1355;20/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;KEMENTERIAN PERDAGANGAN;;DKI JAKARTA;;2005;#N/A;3173
1356;20/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BOMBANA;PEMERINTAH KABUPATEN BOMBANA;SULAWESI TENGGARA;BOMBANA;2013;7406;7471
1357;20/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KOTA BLITAR;DINAS PENDIDIKAN KOTA BLITAR;JAWA TIMUR;BLITAR;2007;3505;7835
1358;20/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KOTA BLITAR;DINAS PENDIDIKAN KOTA BLITAR;JAWA TIMUR;BLITAR;2007;3505;7835
1359;28/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PELINDO III;;JAWA TIMUR;SURABAYA;2011;3578;7835
1360;20/01/14 00.00;Penyuapan;YUDIKATIF;MAHKAMAH KONSTITUSI;;SUMATERA SELATAN;PALEMBANG;2013;1671;1671
1361;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;DEWAN PERWAKILAN RAKYAT DAERAH KOTA CIMAHI;;JAWA BARAT;CIMAHI;2011;3277;3273
1362;22/01/14 00.00;Penyuapan;-;PEMERINTAH KOTA PADANG PANJANG;PEMERINTAH KOTA PADANG PANJANG;SUMATERA BARAT;PADANG PANJANG;2013;1374;1371
1363;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN DHARMASRAYA;PEMERINTAH KABUPATEN DHARMASRAYA;SUMATERA BARAT;DHARMASRAYA;2010;1311;1371
1364;29/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA PALEMBANG;DINAS PENDIDIKAN KOTA PALEMBANG;SUMATERA SELATAN;PALEMBANG;2012;1671;1671
1365;28/01/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN NATUNA;;KEPULAUAN RIAU;NATUNA;2013;2103;2171
1366;28/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;MABES TNI - AU;MABES TNI - AU;DKI JAKARTA;JAKARTA TIMUR;2013;3172;3173
1367;29/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MAJALENGKA;;JAWA BARAT;MAJALENGKA;0;3210;3273
1368;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;BUMN;PT. PERTAMINA;PT. PERTAMINA;DKI JAKARTA;JAKARTA PUSAT;2003;3173;3173
1369;17/01/14 00.00;Penyuapan;;MAHKAMAH KONSTITUSI;MAHKAMAH KONSTITUSI;SUMATERA SELATAN;MUSI BANYUASIN;2013;1606;1671
1370;04/02/14 00.00;Penyuapan;;KEMENTERIAN PEKERJAAN UMUM;--;KEPULAUAN BANGKA BELITUNG;PANGKAL PINANG;2014;1971;1971
1371;16/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN LOMBOK TIMUR;PEMERINTAH KABUPATEN LOMBOK TIMUR;NUSA TENGGARA BARAT;LOMBOK TIMUR;2005;5203;5271
1372;13/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN CIAMIS;DINAS PU/KIMPRASWIL KABUPATEN CIAMIS;JAWA BARAT;CIAMIS;2013;3207;3273
1373;04/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;BADAN PENGAWAS PASAR MODAL (BPPM);BADAN PENGAWAS PASAR MODAL (BPPM);DKI JAKARTA;JAKARTA PUSAT;2012;3173;3173
1374;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KAIMANA;PEMERINTAH KABUPATEN KAIMANA;PAPUA BARAT;KAIMANA;2011;9102;9105
1375;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;NON PEMERINTAH - SWASTA;;SUMATERA UTARA;MEDAN;2013;1275;1275
1376;25/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;BADAN PELAKSANA KEGIATAN USAHA HULU MIGAS (BP MIGAS);BADAN PELAKSANA KEGIATAN USAHA HULU MIGAS (BP MIGAS);DKI JAKARTA;---;2010;#N/A;3173
1377;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA SURABAYA;PEMERINTAH KOTA SURABAYA;JAWA TIMUR;SURABAYA;1997;3578;7835
1378;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA SURABAYA;PEMERINTAH KOTA SURABAYA;JAWA TIMUR;SURABAYA;1997;3578;7835
1379;10/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI LAMPUNG;PEMERINTAH PROVINSI LAMPUNG;LAMPUNG;LAMPUNG SELATAN;2013;1803;1871
1380;16/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA TANGERANG SELATAN;PEMERINTAH KOTA TANGERANG SELATAN;BANTEN;TANGERANG SELATAN;2013;3674;3604
1381;22/01/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;EKSEKUTIF;PEMERINTAH KOTA SURABAYA;PEMERINTAH KOTA SURABAYA;JAWA TIMUR;SURABAYA;2013;3578;7835
1382;22/01/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;EKSEKUTIF;PEMERINTAH KOTA SURABAYA;PEMERINTAH KOTA SURABAYA;JAWA TIMUR;SURABAYA;1997;3578;7835
1383;09/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BOJONEGORO;DINAS PU/KIMPRASWIL KABUPATEN BOJONEGORO;JAWA TIMUR;BOJONEGORO;2012;3522;7835
1384;13/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN SOSIAL;KEMENTERIAN SOSIAL;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
1385;30/01/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;BUMN;PT. BANK NEGARA INDONESIA;PT. BANK NEGARA INDONESIA;SULAWESI SELATAN;MAKASSAR;2010;7371;7371
1386;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA SURABAYA;PEMERINTAH KOTA SURABAYA;JAWA TIMUR;SURABAYA;2006;3578;7835
1387;23/01/14 00.00;Penyuapan;-;KEJAKSAAN AGUNG REPUBLIK INDONESIA;KEJAKSAAN AGUNG REPUBLIK INDONESIA;DKI JAKARTA;JAKARTA SELATAN;2014;3171;3173
1388;28/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BOGOR;PEMERINTAH KABUPATEN BOGOR;JAWA BARAT;BOGOR;2013;3201;3273
1389;23/01/14 00.00;Penyuapan;-;KEJAKSAAN AGUNG REPUBLIK INDONESIA;KEJAKSAAN AGUNG REPUBLIK INDONESIA;DKI JAKARTA;JAKARTA SELATAN;2014;3171;3173
1390;17/01/14 00.00;Penyuapan;-;KEPOLISIAN RESOR KOTA PALU;;SULAWESI TENGAH;PALU;2014;7271;7271
1391;10/02/14 00.00;Penyuapan;-;PEMERINTAH KABUPATEN BUTON;;SULAWESI TENGGARA;BUTON;2011;7401;7471
1392;07/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI SULAWESI TENGGARA;;SULAWESI TENGGARA;KENDARI;2010;7471;7471
1393;30/01/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;;;NUSA TENGGARA TIMUR;---;2013;#N/A;5371
1394;04/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BANTUL;;D.I. YOGYAKARTA;BANTUL;2012;3402;#N/A
1395;04/02/14 00.00;Pemerasan;;BADAN PERTANAHAN NASIONAL (BPN);BADAN PERTANAHAN NASIONAL (BPN);D.I. YOGYAKARTA;SLEMAN;2013;3404;#N/A
1396;29/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN BIAK NUMFOR;;PAPUA;BIAK NUMFOR;2008;9409;9471
1397;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN CIAMIS;PEMERINTAH KABUPATEN CIAMIS;JAWA BARAT;CIAMIS;2013;3207;3273
1398;03/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN;DINAS PERTAMBANGAN KABUPATEN TIMOR TENGAH SELATAN;NUSA TENGGARA TIMUR;TIMOR TENGAH SELATAN;2008;5304;5371
1399;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BONDOWOSO;;JAWA TIMUR;BONDOWOSO;2011;3511;7835
1400;23/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KOMISI PEMILIHAN UMUM (KPU);KOMISI PEMILIHAN UMUM (KPU);KALIMANTAN TENGAH;GUNUNG MAS;2013;6211;6271
1401;03/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KAMPAR;PEMERINTAH KABUPATEN KAMPAR;RIAU;KAMPAR;2012;1406;1471
1402;23/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI PAPUA;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2012;11;1171
1403;02/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN LUAR NEGERI;KEMENTERIAN LUAR NEGERI;NUSA TENGGARA TIMUR;---;2006;#N/A;5371
1404;06/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN OGAN KOMERING ULU;BADAN PENGAWAS KABUPATEN OGAN KOMERING ULU;SUMATERA SELATAN;OGAN KOMERING ULU;2008;1601;1671
1405;21/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BUTON UTARA;;SULAWESI TENGGARA;BUTON UTARA;2010;7409;7471
1406;29/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI RIAU;PEMERINTAH PROVINSI RIAU;RIAU;PEKANBARU;2008;1471;1471
1407;10/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KANTOR MENTERI NEGARA PERUMAHAN RAKYAT;;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
1408;23/01/14 00.00;Penyuapan;YUDIKATIF;PENGADILAN NEGERI JAKARTA PUSAT;PENGADILAN NIAGA JAKARTA PUSAT;DKI JAKARTA;JAKARTA PUSAT;2012;3173;3173
1409;29/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN CIAMIS;;JAWA BARAT;CIAMIS;2005;3207;3273
1410;21/01/14 00.00;Penyuapan;-;MAHKAMAH KONSTITUSI;MAHKAMAH KONSTITUSI;SUMATERA SELATAN;BANYU ASIN;2013;1607;1671
1411;24/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. BANK JABAR BANTEN (BJB);PT. BANK JABAR BANTEN (BJB);DKI JAKARTA;JAKARTA SELATAN;2013;3171;3173
1412;23/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI JAWA BARAT;PEMERINTAH PROVINSI JAWA BARAT;DKI JAKARTA;JAKARTA SELATAN;2013;3171;3173
1413;04/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;;;JAWA BARAT;BANDUNG;0;3204;3273
1414;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MUSI BANYUASIN;PEMERINTAH KABUPATEN MUSI BANYU ASIN;SUMATERA SELATAN;MUSI BANYUASIN;2012;1606;1671
1415;27/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI BENGKULU;;BENGKULU;BENGKULU;2013;1771;1771
1416;10/02/14 00.00;Penyuapan;EKSEKUTIF;PEMERINTAH KOTA TANGERANG SELATAN;PEMERINTAH KOTA TANGERANG SELATAN;BANTEN;SERANG;2013;3604;3604
1417;04/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI PAPUA BARAT;;PAPUA BARAT;MANOKWARI;2012;9105;9105
1418;10/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BIAK NUMFOR;PEMERINTAH KABUPATEN BIAK NUMFOR;PAPUA;BIAK NUMFOR;2008;9409;9471
1419;28/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;MABES TNI - AU;MABES TNI - AU;DKI JAKARTA;JAKARTA TIMUR;2013;3172;3173
1420;07/02/14 00.00;Penyuapan;EKSEKUTIF;PEMERINTAH KOTA TANGERANG SELATAN;PEMERINTAH KOTA TANGERANG SELATAN;BANTEN;TANGERANG SELATAN;2014;3674;3604
1421;10/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TOJO UNA-UNA;;SULAWESI TENGAH;TOJO UNA-UNA;2011;7209;7271
1422;28/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. BANK JATENG;PT. BANK JATENG;JAWA TENGAH;SEMARANG;2005;3322;3374
1423;28/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN;PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN;NUSA TENGGARA TIMUR;TIMOR TENGAH SELATAN;2010;5304;5371
1424;28/01/14 00.00;Penyuapan;EKSEKUTIF;PEMERINTAH KOTA PADANG PANJANG;PEMERINTAH KOTA PADANG PANJANG;SUMATERA BARAT;PADANG PANJANG;2013;1374;1371
1425;22/01/14 00.00;Penyuapan;-;PEMERINTAH KOTA PADANG PANJANG;PEMERINTAH KOTA PADANG PANJANG;SUMATERA BARAT;PADANG PANJANG;2013;1374;1371
1426;10/02/14 00.00;Gratifikasi;-;KEPOLISIAN DAERAH KEPULAUAN BANGKA BELITUNG;KEPOLISIAN DAERAH KEPULAUAN BANGKA BELITUNG;KEPULAUAN BANGKA BELITUNG;BANGKA;2014;1901;1971
1427;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA DEPOK;;LAMPUNG;BANDAR LAMPUNG;2012;1871;1871
1428;13/02/14 00.00;Penyuapan;-;PEMERINTAH KOTA LHOK SEUMAWE;;NANGGROE ACEH DARUSALAM;LHOKSEUMAWE;2013;1174;1171
1429;22/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN DHARMASRAYA;PEMERINTAH KABUPATEN DHARMASRAYA;SUMATERA BARAT;DHARMASRAYA;2010;1311;1371
1430;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MALUKU TENGGARA;;MALUKU;MALUKU TENGGARA;2009;8102;8171
1431;28/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TOJO UNA-UNA;PEMERINTAH KABUPATEN TOJO UNA-UNA;SULAWESI TENGAH;TOJO UNA-UNA;2011;7209;7271
1432;30/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEJAKSAAN NEGERI BALIKPAPAN;;KALIMANTAN TIMUR;BALIKPAPAN;2013;6471;6471
1433;07/02/14 00.00;Penggelapan dalam jabatan;;PEMERINTAH PROVINSI NUSA TENGGARA TIMUR;PEMERINTAH PROVINSI NUSA TENGGARA TIMUR;NUSA TENGGARA TIMUR;---;2012;#N/A;5371
1434;12/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEPOLISIAN RESOR BOLAANG MONGONDOW;KEPOLISIAN RESOR BOLAANG MENGONDOW;SULAWESI UTARA;BOLAANG MONGONDOW;2014;7101;7171
1435;24/01/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;KEJAKSAAN TINGGI JAWA TIMUR;KEJAKSAAN TINGGI JAWA TIMUR;JAWA TIMUR;SURABAYA;2008;3578;7835
1436;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN DHARMASRAYA;;SUMATERA BARAT;DHARMASRAYA;2010;1311;1371
1437;10/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN MINAHASA;DINAS PENDIDIKAN KABUPATEN MINAHASA;SULAWESI UTARA;MINAHASA;2006;7102;7171
1438;20/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA SOLOK;PEMERINTAH KOTA SOLOK;SUMATERA BARAT;SOLOK;2011;1303;1371
1439;10/02/14 00.00;Penyuapan;EKSEKUTIF;PEMERINTAH KOTA TANGERANG SELATAN;PEMERINTAH KOTA TANGERANG SELATAN;BANTEN;SERANG;2013;3604;3604
1440;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN MINAHASA;DINAS PENDIDIKAN KABUPATEN MINAHASA;SULAWESI UTARA;MINAHASA;2006;7102;7171
1441;07/02/14 00.00;Penyuapan;EKSEKUTIF;PEMERINTAH KOTA TANGERANG SELATAN;PEMERINTAH KOTA TANGERANG SELATAN;BANTEN;TANGERANG SELATAN;2014;3674;3604
1442;14/02/14 00.00;Pemerasan;-;PEMERINTAH KOTA METRO;PEMERINTAH KOTA METRO;LAMPUNG;METRO;2010;1872;1871
1443;07/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN ACEH SINGKIL;PEMERINTAH KABUPATEN ACEH SINGKIL;NANGGROE ACEH DARUSALAM;ACEH SINGKIL;2013;1102;1171
1444;17/02/14 00.00;Pemerasan;YUDIKATIF;KEPOLISIAN DAERAH KALIMANTAN SELATAN;KEPOLISIAN DAERAH KALIMANTAN SELATAN;KALIMANTAN SELATAN;BANJARMASIN;2014;6371;6371
1445;21/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI SULAWESI SELATAN;PEMERINTAH PROVINSI SULAWESI SELATAN;SULAWESI SELATAN;MAKASSAR;2012;7371;7371
